excel_muni,excel_puesto,db_puesto_id,db_puesto_name,db_municipio_id,creemos,sn,mesas_historicas,confidence,method,status
MEDELLIN,SEC. ESC. LA ESPERANZA No 2,1,SEC. ESC. LA ESPERANZA No 2,1,222,46,38,100,exact,ok
MEDELLIN,INST.EDUC. LA CANDELARIA,2,INST.EDUC. LA CANDELARIA,1,418,98,49,100,exact,ok
MEDELLIN,IE MARIA DE LOS ANGELES CANO MARQUEZ,3,IE MARIA DE LOS ANGELES CANO MARQUEZ,1,345,60,26,100,exact,ok
MEDELLIN,SEC. ESC. MEDELLIN,4,SEC. ESC. MEDELLIN,1,445,92,27,100,exact,ok
MEDELLIN,I.E.FE Y ALEGRIA GRANIZAL,5,I.E.FE Y ALEGRIA GRANIZAL,1,179,23,15,100,exact,ok
MEDELLIN,IE LA AVANZADA,6,IE LA AVANZADA,1,26,7,7,100,exact,ok
MEDELLIN,SEC. ESC. CARPINELO AMAPOLITA,7,SEC. ESC. CARPINELO AMAPOLITA,1,44,12,7,100,exact,ok
MEDELLIN,IE ANTONIO DERKA,8,IE ANTONIO DERKA,1,100,21,19,100,exact,ok
MEDELLIN,SEC. ESC. NUEVO HORIZONTE 2,9,SEC. ESC. NUEVO HORIZONTE 2,1,195,28,36,100,exact,ok
MEDELLIN,I.E. NUEVO HORIZONTE - PAULO VI,10,I.E. NUEVO HORIZONTE - PAULO VI,1,261,72,32,100,exact,ok
MEDELLIN,SEC. ESC. DIVINA PROVIDENCIA,11,SEC. ESC. DIVINA PROVIDENCIA,1,332,56,38,100,exact,ok
MEDELLIN,SEC.ESC.AGRIPINA MONTES DEL VALLE,12,SEC.ESC.AGRIPINA MONTES DEL VALLE,1,329,79,24,100,exact,ok
MEDELLIN,I.E.FEDERICO CARRASQUILLA,13,I.E.FEDERICO CARRASQUILLA,1,144,56,16,100,exact,ok
MEDELLIN,I.E.GUADALUPE,14,I.E.GUADALUPE,1,265,41,27,100,exact,ok
MEDELLIN,I.E.  ASIA IGNACIANA,15,I.E. ASIA IGNACIANA,1,567,119,45,100,exact,ok
MEDELLIN,SEC.ESC.  MANUEL URIBE ANGEL,16,SEC.ESC. MANUEL URIBE ANGEL,1,654,132,44,100,exact,ok
MEDELLIN,SEC. ESC. FIDEL ANTONIO SALDARRIAGA,17,SEC. ESC. FIDEL ANTONIO SALDARRIAGA,1,454,62,27,100,exact,ok
MEDELLIN,SEC ESC LA FRONTERA,18,SEC ESC LA FRONTERA,1,109,24,11,100,exact,ok
MEDELLIN,I.E. BARRIO SANTA CRUZ,19,I.E. BARRIO SANTA CRUZ,1,529,123,34,100,exact,ok
MEDELLIN,SEC. ESC. ARZOBISPO GARCIA,20,SEC. ESC. ARZOBISPO GARCIA,1,775,100,30,100,exact,ok
MEDELLIN,I.E. REPUBLICA DE HONDURAS,21,I.E. REPUBLICA DE HONDURAS,1,587,107,28,100,exact,ok
MEDELLIN,I.E. MONTECARLO GUILLERMO GAVIRIA CORREA,22,I.E. MONTECARLO GUILLERMO GAVIRIA CORREA,1,678,128,49,100,exact,ok
MEDELLIN,IE LAS NIEVES,23,IE LAS NIEVES,1,565,112,34,100,exact,ok
MEDELLIN,I.E. MANUELA BELTRAN,24,I.E. MANUELA BELTRAN,1,575,108,27,100,exact,ok
MEDELLIN,SEC ESC SAN JOSE (IE MANUELA BELTRAN),25,SEC ESC SAN JOSE (IE MANUELA BELTRAN),1,821,137,46,100,exact,ok
MEDELLIN,I.E.RAMON MUNERA LOPERA,26,I.E.RAMON MUNERA LOPERA,1,184,32,16,100,exact,ok
MEDELLIN,IE BELLO ORIENTE,27,IE BELLO ORIENTE,1,45,8,8,100,exact,ok
MEDELLIN,IE JOSE ROBERTO VASQUEZ,28,IE JOSE ROBERTO VASQUEZ,1,123,22,10,100,exact,ok
MEDELLIN,SEC. ESC. BALDOMERO SANIN CANO,29,SEC. ESC. BALDOMERO SANIN CANO,1,297,65,22,100,exact,ok
MEDELLIN,I.E. JOSE ANTONIO GALAN,30,I.E. JOSE ANTONIO GALAN,1,592,128,36,100,exact,ok
MEDELLIN,I.E. HERNAN TORO AGUDELO,31,I.E. HERNAN TORO AGUDELO,1,877,244,43,100,exact,ok
MEDELLIN,IE RODRIGO LARA BONILLA - SEDE LA SUSANA,32,IE RODRIGO LARA BONILLA - SEDE LA SUSANA,1,378,77,24,100,exact,ok
MEDELLIN,IE SAN JUAN BAUTISTA DE LA SALLE,33,IE SAN JUAN BAUTISTA DE LA SALLE,1,185,37,13,100,exact,ok
MEDELLIN,COL AGUSTINIANO DE SAN NICOLAS,34,COL AGUSTINIANO DE SAN NICOLAS,1,896,204,39,100,exact,ok
MEDELLIN,I.E. MONSEÑOR FRANCISCO CRISTOBAL TORO,35,I.E. MONSEÑOR FRANCISCO CRISTOBAL TORO,1,758,196,33,100,exact,ok
MEDELLIN,I.E. GILBERTO ALZATE AVENDAÑO,36,I.E. GILBERTO ALZATE AVENDAÑO,1,718,149,36,100,exact,ok
MEDELLIN,I.E. CAMPO VALDES,37,I.E. CAMPO VALDES,1,710,139,35,100,exact,ok
MEDELLIN,I.E.SAN JUAN BOSCO,38,I.E.SAN JUAN BOSCO,1,185,69,10,100,exact,ok
MEDELLIN,I.E. JOSE EUSEBIO CARO,39,I.E. JOSE EUSEBIO CARO,1,209,45,9,100,exact,ok
MEDELLIN,IE LORENZA VILLEGAS DE SANTOS,40,IE LORENZA VILLEGAS DE SANTOS,1,185,31,9,100,exact,ok
MEDELLIN,SEC ESC TOMAS CARRASQUILLA No 1,41,SEC ESC TOMAS CARRASQUILLA No 1,1,92,33,4,100,exact,ok
MEDELLIN,I.E. ALFONSO MORA NARANJO,42,I.E. ALFONSO MORA NARANJO,1,697,119,31,100,exact,ok
MEDELLIN,I.E. JOSE MARIA BRAVO MARQUEZ,43,I.E. JOSE MARIA BRAVO MARQUEZ,1,400,115,22,100,exact,ok
MEDELLIN,I.E. FRANCISCO MIRANDA,44,I.E. FRANCISCO MIRANDA,1,666,197,46,100,exact,ok
MEDELLIN,I.E. JAVIERA LONDOÑO SEVILLA,45,I.E. JAVIERA LONDOÑO SEVILLA,1,444,197,36,100,exact,ok
MEDELLIN,I.E. EL BOSQUE,46,I.E. EL BOSQUE,1,157,43,15,100,exact,ok
MEDELLIN,SEC ESC JULIO ARBOLEDA,47,SEC ESC JULIO ARBOLEDA,1,96,25,6,100,exact,ok
MEDELLIN,SEC. ESC. PORFIRIO BARBA JACOB,48,SEC. ESC. PORFIRIO BARBA JACOB,1,30,6,2,100,exact,ok
MEDELLIN,IE FE Y ALEGRIA LUIS AMIGO MORAVIA,49,IE FE Y ALEGRIA LUIS AMIGO MORAVIA,1,53,14,6,100,exact,ok
MEDELLIN,I.E. JULIO CESAR GARCIA,50,I.E. JULIO CESAR GARCIA,1,658,247,31,100,exact,ok
MEDELLIN,IE DIEGO ECHAVARRIA MISAS,51,IE DIEGO ECHAVARRIA MISAS,1,831,192,33,100,exact,ok
MEDELLIN,I.E. PBRO ANTONIO JOSE BERNAL LONDOÑO SJ,52,I.E. PBRO ANTONIO JOSE BERNAL LONDOÑO SJ,1,517,139,43,100,exact,ok
MEDELLIN,I.E.SEBASTIAN DE BELALCAZAR,53,I.E.SEBASTIAN DE BELALCAZAR,1,177,33,10,100,exact,ok
MEDELLIN,SEC ESC TRICENTENARIO,54,SEC ESC TRICENTENARIO,1,482,124,28,100,exact,ok
MEDELLIN,SEC ESC TOSCANA,55,SEC ESC TOSCANA,1,137,31,9,100,exact,ok
MEDELLIN,I.E. MARIA MONTESSORI,56,I.E. MARIA MONTESSORI,1,977,184,40,100,exact,ok
MEDELLIN,ITM CASTILLA,57,ITM CASTILLA,1,986,163,52,100,exact,ok
MEDELLIN,I.E. DINAMARCA,58,I.E. DINAMARCA,1,367,84,19,100,exact,ok
MEDELLIN,I.E. REPUBLICA DE URUGUAY,59,I.E. REPUBLICA DE URUGUAY,1,759,183,37,100,exact,ok
MEDELLIN,IE FELIX DE BEDOUT MORENO,60,IE FELIX DE BEDOUT MORENO,1,295,72,13,100,exact,ok
MEDELLIN,TERMINAL DE TRANSPORTES DEL NORTE,61,TERMINAL DE TRANSPORTES DEL NORTE,1,70,27,6,100,exact,ok
MEDELLIN,I.E. CIUDADELA LAS AMERICAS,62,I.E. CIUDADELA LAS AMERICAS,1,725,154,36,100,exact,ok
MEDELLIN,I.E. PROGRESAR,63,I.E. PROGRESAR,1,317,77,23,100,exact,ok
MEDELLIN,SEC. ESC. LEON DE GREIFF,64,SEC. ESC. LEON DE GREIFF,1,332,77,21,100,exact,ok
MEDELLIN,I.E. DOCE DE OCTUBRE,65,I.E. DOCE DE OCTUBRE,1,482,121,21,100,exact,ok
MEDELLIN,I.E. JOSE MARIA ESPINOSA PRIETO - CASD,66,I.E. JOSE MARIA ESPINOSA PRIETO - CASD,1,165,14,9,100,exact,ok
MEDELLIN,I.E. EL TRIUNFO SANTA TERESA,67,I.E. EL TRIUNFO SANTA TERESA,1,139,35,10,100,exact,ok
MEDELLIN,I.E. SANTA JUANA DE LESTONNAC,68,I.E. SANTA JUANA DE LESTONNAC,1,491,60,24,100,exact,ok
MEDELLIN,I.E. JESUS MARIA VALLE,69,I.E. JESUS MARIA VALLE,1,246,52,15,100,exact,ok
MEDELLIN,I.E.MAESTRO FERNANDO BOTERO,70,I.E.MAESTRO FERNANDO BOTERO,1,743,170,31,100,exact,ok
MEDELLIN,I.E.ALFREDO COCK ARANGO,71,I.E.ALFREDO COCK ARANGO,1,619,172,29,100,exact,ok
MEDELLIN,SEC.ESC.SAN MARTIN DE PORRES,72,SEC.ESC.SAN MARTIN DE PORRES,1,419,76,20,100,exact,ok
MEDELLIN,I.E. KENNEDY,73,I.E. KENNEDY,1,650,177,33,100,exact,ok
MEDELLIN,SEC.CONCENTRACION EDUC.KENNEDY,74,SEC.CONCENTRACION EDUC.KENNEDY,1,421,82,23,100,exact,ok
MEDELLIN,I.E. JORGE ELIECER GAITAN,75,I.E. JORGE ELIECER GAITAN,1,170,47,10,100,exact,ok
MEDELLIN,SEC. ESC. EL PEDREGAL,76,SEC. ESC. EL PEDREGAL,1,267,69,15,100,exact,ok
MEDELLIN,I.E.LA ESPERANZA,77,I.E.LA ESPERANZA,1,147,37,10,100,exact,ok
MEDELLIN,SENA PEDREGAL,78,SENA PEDREGAL,1,5,2,1,100,exact,ok
MEDELLIN,I.E. SAN VICENTE DE PAUL,79,I.E. SAN VICENTE DE PAUL,1,735,152,29,100,exact,ok
MEDELLIN,SEC.ESC. EL DIAMANTE,80,SEC.ESC. EL DIAMANTE,1,637,191,28,100,exact,ok
MEDELLIN,I.E.EL DIAMANTE (SEDE BTO),81,I.E.EL DIAMANTE (SEDE BTO),1,477,92,26,100,exact,ok
MEDELLIN,I.E. VILLA DE LA CANDELARIA,82,I.E. VILLA DE LA CANDELARIA,1,599,142,35,100,exact,ok
MEDELLIN,I.E.FE Y ALEGRIA SAN JOSE,83,I.E.FE Y ALEGRIA SAN JOSE,1,307,55,17,100,exact,ok
MEDELLIN,TECNOLOGICO DE ANTIOQUIA,84,TECNOLOGICO DE ANTIOQUIA,1,651,221,31,100,exact,ok
MEDELLIN,IE JESUS REY,85,IE JESUS REY,1,350,87,18,100,exact,ok
MEDELLIN,IE AURES,86,IE AURES,1,206,47,15,100,exact,ok
MEDELLIN,IE MON GERARDO VALENCIA CANO,87,IE MON GERARDO VALENCIA CANO,1,414,125,15,100,exact,ok
MEDELLIN,I.E. JORGE ROBLEDO,88,I.E. JORGE ROBLEDO,1,653,208,35,100,exact,ok
MEDELLIN,I.E.MARISCAL ROBLEDO,89,I.E.MARISCAL ROBLEDO,1,365,82,21,100,exact,ok
MEDELLIN,SEC.ESC. SANTA MARGARITA,90,SEC.ESC. SANTA MARGARITA,1,412,88,24,100,exact,ok
MEDELLIN,INSTITUTO FERRINI - SEDE ROBLEDO,91,INSTITUTO FERRINI - SEDE ROBLEDO,1,785,222,40,100,exact,ok
MEDELLIN,I.E.CAMILO MORA CARRASQUILLA,92,I.E.CAMILO MORA CARRASQUILLA,1,209,52,12,100,exact,ok
MEDELLIN,COL MAYOR DE ANTIOQUIA,93,COL MAYOR DE ANTIOQUIA,1,326,83,16,100,exact,ok
MEDELLIN,IE BARRIO OLAYA HERRERA,94,IE BARRIO OLAYA HERRERA,1,47,16,8,100,exact,ok
MEDELLIN,I.E. JUAN DE DIOS CARVAJAL,95,I.E. JUAN DE DIOS CARVAJAL,1,719,149,29,100,exact,ok
MEDELLIN,I.E. JUAN DE LA CRUZ POSADA,96,I.E. JUAN DE LA CRUZ POSADA,1,320,96,16,100,exact,ok
MEDELLIN,I.E.JOSE CELESTINO MUTIS,97,I.E.JOSE CELESTINO MUTIS,1,308,136,15,100,exact,ok
MEDELLIN,I.T.M. (CAMPUS FRATERNIDAD),98,I.T.M. (CAMPUS FRATERNIDAD),1,167,51,10,100,exact,ok
MEDELLIN,SEC.ESC.JULIA AGUDELO,99,SEC.ESC.JULIA AGUDELO,1,971,189,60,100,exact,ok
MEDELLIN,SEC.ESC.NIÑO JESUS DE PRAGA,100,SEC.ESC.NIÑO JESUS DE PRAGA,1,223,38,11,100,exact,ok
MEDELLIN,I.E.SOL DE ORIENTE,101,I.E.SOL DE ORIENTE,1,87,20,11,100,exact,ok
MEDELLIN,I.E. LUIS CARLOS GALAN SARMIENTO,102,I.E. LUIS CARLOS GALAN SARMIENTO,1,171,37,15,100,exact,ok
MEDELLIN,IE ESC NORMAL SUPERIOR DE MEDELLIN,103,IE ESC NORMAL SUPERIOR DE MEDELLIN,1,115,28,8,100,exact,ok
MEDELLIN,SEC. ESC. VILLA TURBAY,104,SEC. ESC. VILLA TURBAY,1,108,35,14,100,exact,ok
MEDELLIN,SECCION ESCUELA HOGAR ANTIOQUIA,105,SECCION ESCUELA HOGAR ANTIOQUIA,1,99,21,9,100,exact,ok
MEDELLIN,SEC ESC SOR MARIA LUISA COURBIN,106,SEC ESC SOR MARIA LUISA COURBIN,1,499,75,24,100,exact,ok
MEDELLIN,I.E. SAN FRANCISCO DE ASIS,107,I.E. SAN FRANCISCO DE ASIS,1,328,64,24,100,exact,ok
MEDELLIN,IE FELIX HENAO BOTERO,108,IE FELIX HENAO BOTERO,1,428,83,24,100,exact,ok
MEDELLIN,IE GABRIEL GARCIA MARQUEZ,109,IE GABRIEL GARCIA MARQUEZ,1,35,5,4,100,exact,ok
MEDELLIN,I.E.GUADALUPANO LA SALLE,110,I.E.GUADALUPANO LA SALLE,1,727,155,36,100,exact,ok
MEDELLIN,IE MERCEDITAS GOMEZ MARTINEZ,111,IE MERCEDITAS GOMEZ MARTINEZ,1,744,181,32,100,exact,ok
MEDELLIN,I.E. MANUEL JOSÉ CAYZEDO,112,I.E. MANUEL JOSÉ CAYZEDO,1,483,113,30,100,exact,ok
MEDELLIN,I.E. LA MILAGROSA,113,I.E. LA MILAGROSA,1,1348,260,53,100,exact,ok
MEDELLIN,COLEGIO EUCARISTICO,114,COLEGIO EUCARISTICO,1,502,111,19,100,exact,ok
MEDELLIN,SENA - SEDE BUENOS AIRES,115,SENA - SEDE BUENOS AIRES,1,124,43,9,100,exact,ok
MEDELLIN,IE ARZOBISPO TULIO BOTERO SALAZAR,116,IE ARZOBISPO TULIO BOTERO SALAZAR,1,88,30,7,100,exact,ok
MEDELLIN,IE MADRE LAURA,117,IE MADRE LAURA,1,185,41,9,100,exact,ok
MEDELLIN,SECCION ESCUELA ALEJANDRO ECHAVARRIA,118,SECCION ESCUELA ALEJANDRO ECHAVARRIA,1,165,43,8,100,exact,ok
MEDELLIN,I.E. GABRIELA GOMEZ CARVAJAL,119,I.E. GABRIELA GOMEZ CARVAJAL,1,549,140,28,100,exact,ok
MEDELLIN,IE FEDERICO OZANAM,120,IE FEDERICO OZANAM,1,858,211,38,100,exact,ok
MEDELLIN,ESC NORMAL SUPERIOR ANTIOQUEÑA,121,ESC NORMAL SUPERIOR ANTIOQUEÑA,1,535,170,29,100,exact,ok
MEDELLIN,SEC. ESC. JOSE DE SAN MARTIN,122,SEC. ESC. JOSE DE SAN MARTIN,1,924,164,35,100,exact,ok
MEDELLIN,SEC. ESC. JUAN CANCIO RESTREPO,123,SEC. ESC. JUAN CANCIO RESTREPO,1,76,31,5,100,exact,ok
MEDELLIN,I.E. TULIO OSPINA,124,I.E. TULIO OSPINA,1,395,191,31,100,exact,ok
MEDELLIN,SEC. COL. AGUSTIN NIETO CABALLERO,125,SEC. COL. AGUSTIN NIETO CABALLERO,1,179,56,9,100,exact,ok
MEDELLIN,COLEGIO SALESIANO EL SUFRAGIO,126,COLEGIO SALESIANO EL SUFRAGIO,1,1042,336,42,100,exact,ok
MEDELLIN,I.E. CENTRO FORMATIVO DE ANTIOQUIA -CEFA,127,I.E. CENTRO FORMATIVO DE ANTIOQUIA - CEFA,1,813,347,49,98.76543209876543,fuzzy_auto,ok
MEDELLIN,I.E. HECTOR ABAD GOMEZ,128,I.E. HECTOR ABAD GOMEZ,1,578,211,32,100,exact,ok
MEDELLIN,I.E. JAVIERA LONDOÑO,129,I.E. JAVIERA LONDOÑO,1,160,68,10,100,exact,ok
MEDELLIN,I.T.M. (PRADO CENTRO),130,I.T.M. (PRADO CENTRO),1,124,58,10,100,exact,ok
MEDELLIN,CENTRO COMERCIAL SAN DIEGO,131,CENTRO COMERCIAL SAN DIEGO,1,914,498,45,100,exact,ok
MEDELLIN,ALCALDIA MUNICIPAL (SOTANO),132,ALCALDIA MUNICIPAL (SOTANO),1,574,229,42,100,exact,ok
MEDELLIN,SENA,133,SENA,1,173,84,18,100,exact,ok
MEDELLIN,UNIVERSIDAD CLARETIANA,134,UNIVERSIDAD CLARETIANA,1,66,31,7,100,exact,ok
MEDELLIN,PLAZA MINORISTA JOSE MARIA VILLA,135,PLAZA MINORISTA JOSE MARIA VILLA,1,71,16,2,100,exact,ok
MEDELLIN,INSTITUTO JORGE ROBLEDO,136,INSTITUTO JORGE ROBLEDO,1,522,209,27,100,exact,ok
MEDELLIN,I.E. MATER DEI,137,I.E. MATER DEI,1,723,356,30,100,exact,ok
MEDELLIN,I.E. MARCO FIDEL SUAREZ,138,I.E. MARCO FIDEL SUAREZ,1,596,243,29,100,exact,ok
MEDELLIN,COL. CALASANZ (FEM) CAMPESTRE ESCOLAPIAS,139,COL. CALASANZ (FEM) CAMPESTRE ESCOLAPIAS,1,685,296,30,100,exact,ok
MEDELLIN,COL. SAN IGNACIO DE LOYOLA - SD MAYORES,140,COL. SAN IGNACIO DE LOYOLA - SD MAYORES,1,230,93,11,100,exact,ok
MEDELLIN,SEC. ESC. CARLOS OBANDO VELASCO,141,SEC. ESC. CARLOS OBANDO VELASCO,1,129,34,5,100,exact,ok
MEDELLIN,INST. UNIVERSITARIA SALAZAR Y HERRERA,142,INST. UNIVERSITARIA SALAZAR Y HERRERA,1,15,8,1,100,exact,ok
MEDELLIN,SEC.ESC. AGRUPACION COLOMBIA,143,SEC.ESC. AGRUPACION COLOMBIA,1,764,316,32,100,exact,ok
MEDELLIN,I.E. LUCRECIO JARAMILLO VELEZ,144,I.E. LUCRECIO JARAMILLO VELEZ,1,822,467,45,100,exact,ok
MEDELLIN,COLEGIO BETHLEMITAS,145,COLEGIO BETHLEMITAS,1,483,192,19,100,exact,ok
MEDELLIN,COL. SAN IGNACIO DE LOYOLA - SD INFANTIL,146,COL. SAN IGNACIO DE LOYOLA - SD INFANTIL,1,349,127,13,100,exact,ok
MEDELLIN,CORP. UNIVERSITARIA ADVENTISTA - UNAC,147,CORP. UNIVERSITARIA ADVENTISTA - UNAC,1,393,208,16,100,exact,ok
MEDELLIN,UNIVERSIDAD PONTIFICIA BOLIVARIANA,148,UNIVERSIDAD PONTIFICIA BOLIVARIANA,1,780,357,35,100,exact,ok
MEDELLIN,SEC. ESC. SANTA LUCIA,149,SEC. ESC. SANTA LUCIA,1,818,210,31,100,exact,ok
MEDELLIN,I.E. CONCEJO DE MEDELLIN,150,I.E. CONCEJO DE MEDELLIN,1,1279,551,54,100,exact,ok
MEDELLIN,I.E. LA PIEDAD,151,I.E. LA PIEDAD,1,613,142,27,100,exact,ok
MEDELLIN,I.E.SANTA ROSA DE LIMA,152,I.E.SANTA ROSA DE LIMA,1,431,141,17,100,exact,ok
MEDELLIN,IE LOLA GONZALEZ,153,IE LOLA GONZALEZ,1,397,123,13,100,exact,ok
MEDELLIN,INST. FERRINI - SD CALASANZ,154,INST. FERRINI - SD CALASANZ,1,375,139,16,100,exact,ok
MEDELLIN,COLEGIO LATINO,155,COLEGIO LATINO,1,643,247,26,100,exact,ok
MEDELLIN,SEC.ESC.RAFAEL URIBE URIBE,156,SEC.ESC.RAFAEL URIBE URIBE,1,292,68,12,100,exact,ok
MEDELLIN,SEC. ESC. PEDRO DE CASTRO,157,SEC. ESC. PEDRO DE CASTRO,1,392,155,17,100,exact,ok
MEDELLIN,I.E.FRANCISCO ANTONIO ZEA,158,I.E.FRANCISCO ANTONIO ZEA,1,383,177,14,100,exact,ok
MEDELLIN,I.E AMERICA,159,I.E AMERICA,1,289,81,10,100,exact,ok
MEDELLIN,C4TA CIUDADELA,160,C4TA CIUDADELA,1,168,43,8,100,exact,ok
MEDELLIN,LICEO SALAZAR Y HERRERA,161,LICEO SALAZAR Y HERRERA,1,1067,363,40,100,exact,ok
MEDELLIN,I.E. BLANQUIZAL,162,I.E. BLANQUIZAL,1,235,59,20,100,exact,ok
MEDELLIN,SEC. ESC. REPUBLICA DE PANAMA,163,SEC. ESC. REPUBLICA DE PANAMA,1,510,144,19,100,exact,ok
MEDELLIN,I.E JUAN XXIII,164,I.E JUAN XXIII,1,268,61,17,100,exact,ok
MEDELLIN,SEC. ESC. MONSEÑOR PERDOMO,165,SEC. ESC. MONSEÑOR PERDOMO,1,643,207,32,100,exact,ok
MEDELLIN,SEC.ESC.PIO XII,166,SEC.ESC.PIO XII,1,530,138,26,100,exact,ok
MEDELLIN,I.E.STELLA VELEZ LONDOÑO,167,I.E.STELLA VELEZ LONDOÑO,1,132,15,7,100,exact,ok
MEDELLIN,SEC ESC JUAN DE DIOS ARANZAZU,168,SEC ESC JUAN DE DIOS ARANZAZU,1,85,24,6,100,exact,ok
MEDELLIN,I.E.LA INDEPENDENCIA,169,I.E.LA INDEPENDENCIA,1,590,150,41,100,exact,ok
MEDELLIN,SEC.ESC.EL SOCORRO,170,SEC.ESC.EL SOCORRO,1,306,46,19,100,exact,ok
MEDELLIN,SEC. ESC. BETANIA,171,SEC. ESC. BETANIA,1,696,116,29,100,exact,ok
MEDELLIN,I.E.EL CORAZON,172,I.E.EL CORAZON,1,348,39,11,100,exact,ok
MEDELLIN,I.E.EDUARDO SANTOS,173,I.E.EDUARDO SANTOS,1,231,69,14,100,exact,ok
MEDELLIN,I.E. CARLOS VIECO ORTIZ,174,I.E. CARLOS VIECO ORTIZ,1,375,118,21,100,exact,ok
MEDELLIN,SEC. ESC. AMOR AL NIÑO,175,SEC. ESC. AMOR AL NIÑO,1,155,39,12,100,exact,ok
MEDELLIN,I.E FUNDADORES,176,I.E FUNDADORES,1,366,102,16,100,exact,ok
MEDELLIN,SEC. ESC. VEINTE DE JULIO,177,SEC. ESC. VEINTE DE JULIO,1,16,8,2,100,exact,ok
MEDELLIN,PARQUE COMERCIAL EL TESORO,2565,PARQUE COMERCIAL EL TESORO,1,711,372,32,100,exact,ok
MEDELLIN,COL.MARYMOUNT,179,COL.MARYMOUNT,1,997,402,41,100,exact,ok
MEDELLIN,COLEGIO SAN LUCAS,180,COLEGIO SAN LUCAS,1,404,204,17,100,exact,ok
MEDELLIN,SEC. ESC. GUILLERMO ECHAVARRIA MISAS,181,SEC. ESC. GUILLERMO ECHAVARRIA MISAS,1,186,107,9,100,exact,ok
MEDELLIN,COLEGIO CAMPESTRE MANZANARES,182,COLEGIO CAMPESTRE MANZANARES,1,53,23,3,100,exact,ok
MEDELLIN,COLEGIO SAN JOSE DE LA SALLE,183,COLEGIO SAN JOSE DE LA SALLE,1,67,50,3,100,exact,ok
MEDELLIN,POLITECNICO JAIME ISAZA CADAVID,184,POLITECNICO JAIME ISAZA CADAVID,1,797,417,37,100,exact,ok
MEDELLIN,I.E. INEM JOSE FELIX DE RESTREPO,185,I.E. INEM JOSE FELIX DE RESTREPO,1,816,341,34,100,exact,ok
MEDELLIN,UNIVERSIDAD EAFIT,186,UNIVERSIDAD EAFIT,1,824,526,43,100,exact,ok
MEDELLIN,COL DE LA COMPAÑIA DE MARIA LA ENSEÑANZA,187,COL DE LA COMPAÑIA DE MARIA LA ENSEÑANZA,1,447,401,28,100,exact,ok
MEDELLIN,COL. SAN JOSE DE LAS VEGAS,188,COL. SAN JOSE DE LAS VEGAS,1,774,361,30,100,exact,ok
MEDELLIN,COLEGIO PINARES ALTOVERDE,189,COLEGIO PINARES ALTOVERDE,1,73,27,3,100,exact,ok
MEDELLIN,I.E. CAMILO C. RESTREPO,190,I.E. CAMILO C. RESTREPO,1,419,115,22,100,exact,ok
MEDELLIN,I.E.BENJAMIN HERRERA,191,I.E.BENJAMIN HERRERA,1,559,149,23,100,exact,ok
MEDELLIN,I.E.CRISTO REY,192,I.E.CRISTO REY,1,680,200,31,100,exact,ok
MEDELLIN,SEC. ESC. REPUBLICA DE COSTA RICA,193,SEC. ESC. REPUBLICA DE COSTA RICA,1,627,165,25,100,exact,ok
MEDELLIN,SEC.ESC.LA COLINA,194,SEC.ESC.LA COLINA,1,469,166,20,100,exact,ok
MEDELLIN,I.E. LA SALLE DE CAMPOAMOR,195,I.E. LA SALLE DE CAMPOAMOR,1,510,165,20,100,exact,ok
MEDELLIN,SEC ESC CRISTO REY APOLO,196,SEC ESC CRISTO REY APOLO,1,201,59,9,100,exact,ok
MEDELLIN,SEC. ESC. SANTISIMA TRINIDAD,197,SEC. ESC. SANTISIMA TRINIDAD,1,1,1,1,100,exact,ok
MEDELLIN,I.E. FATIMA NUTIBARA,198,I.E. FATIMA NUTIBARA,1,716,272,29,100,exact,ok
MEDELLIN,SEC. ESC. SOFIA OSPINA DE NAVARRO,199,SEC. ESC. SOFIA OSPINA DE NAVARRO,1,280,171,18,100,exact,ok
MEDELLIN,I.E.JUAN MARIA CESPEDES,200,I.E.JUAN MARIA CESPEDES,1,1278,493,48,100,exact,ok
MEDELLIN,I.E. GUILLERMO VALENCIA,201,I.E. GUILLERMO VALENCIA,1,653,172,25,100,exact,ok
MEDELLIN,UNID.DEPORTIVA ANDRES ESCOBAR,202,UNID.DEPORTIVA ANDRES ESCOBAR,1,305,116,12,100,exact,ok
MEDELLIN,LICEO SAN RAFAEL,203,LICEO SAN RAFAEL,1,534,195,23,100,exact,ok
MEDELLIN,COLEGIO SAN JUAN BOSCO,204,COLEGIO SAN JUAN BOSCO,1,206,81,8,100,exact,ok
MEDELLIN,IE YERMO Y PARRES,205,IE YERMO Y PARRES,1,86,44,4,100,exact,ok
MEDELLIN,SECCION ESCUELA CARLOS FRANCO,206,SECCION ESCUELA CARLOS FRANCO,1,30,16,1,100,exact,ok
MEDELLIN,INSTITUCION EDUCATIVA ROSALIA SUAREZ,207,INSTITUCION EDUCATIVA ROSALIA SUAREZ,1,243,100,9,100,exact,ok
MEDELLIN,I.E. OCTAVIO HARRY - JACQUELINE KENNEDY,208,I.E. OCTAVIO HARRY - JACQUELINE KENNEDY,1,630,209,21,100,exact,ok
MEDELLIN,I.E.JOSE MARIA BERNAL,209,I.E.JOSE MARIA BERNAL,1,935,278,32,100,exact,ok
MEDELLIN,INSTITUTO SAN CARLOS,210,INSTITUTO SAN CARLOS,1,930,351,34,100,exact,ok
MEDELLIN,I.E.ALCALDIA DE MEDELLIN,211,I.E.ALCALDIA DE MEDELLIN,1,927,192,35,100,exact,ok
