excel_muni,excel_puesto,db_puesto_id,db_puesto_name,db_municipio_id,creemos,sn,mesas_historicas,confidence,method,status
SAN PEDRO DE URABA,E.U.I.  ZOILA LOPEZ,1038,E.U.I. ZOILA LOPEZ,111,13,11,9,100,exact,ok
SAN PEDRO DE URABA,SD POLICARPA S. I.E. SAN PEDRO DE URABA,1039,SD POLICARPA S. I.E. SAN PEDRO DE URABA,111,28,12,16,100,exact,ok
SAN PEDRO DE URABA,E.U.I. HERNANDEZ CASTILLO,1040,E.U.I. HERNANDEZ CASTILLO,111,14,14,9,100,exact,ok
SAN PEDRO DE URABA,I.E.R. LOS ALMENDROS,1041,I.E.R. LOS ALMENDROS,111,1,0,1,100,exact,ok
SAN PEDRO DE URABA,I.E.R. BUCHADO MEDIO,1043,I.E.R. BUCHADO MEDIO,111,3,2,2,100,exact,ok
SAN PEDRO DE URABA,I.E.R. ALTO ROSARIO,1044,I.E.R. ALTO ROSARIO,111,8,4,3,100,exact,ok
SAN PEDRO DE URABA,I.E.R ARENAS MONAS,1046,I.E.R ARENAS MONAS,111,20,2,3,100,exact,ok
SAN PEDRO DE URABA,I.E.R EL TOMATE,1047,I.E.R EL TOMATE,111,7,3,4,100,exact,ok
SAN PEDRO DE URABA,I.E.R SANTA CATALINA,1049,I.E.R SANTA CATALINA,111,29,3,8,100,exact,ok
SAN PEDRO DE URABA,I.E.R ZAPINDONGA,1050,I.E.R ZAPINDONGA,111,4,0,3,100,exact,ok
SAN RAFAEL,COLISEO MUNICIPAL SECTOR EL JARDIN,1051,COLISEO MUNICIPAL SECTOR EL JARDIN,30,410,52,39,100,exact,ok
SAN RAFAEL,IE SAN RAFAEL SEDE NARCISA ARBELAEZ,1052,IE SAN RAFAEL SEDE NARCISA ARBELAEZ,30,17,20,2,100,exact,ok
SAN RAFAEL,ESTADERO EL BIZCOCHO,1053,ESTADERO EL BIZCOCHO,30,11,2,1,100,exact,ok
SAN RAFAEL,SALON COREDI,1054,SALON COREDI,30,1,1,1,100,exact,ok
SAN ROQUE,IE NORMAL SUPERIOR SAN ROQUE,1055,IE NORMAL SUPERIOR SAN ROQUE,80,116,62,35,100,exact,ok
SAN ROQUE,I.E.R. CRISTALES,1056,I.E.R. CRISTALES,80,2,34,4,100,exact,ok
SAN ROQUE,I.E.R. PROVIDENCIA,1057,I.E.R. PROVIDENCIA,80,10,3,4,100,exact,ok
SAN ROQUE,CER ALEJANDRO GOMEZ DIEZ,1058,CER ALEJANDRO GOMEZ DIEZ,80,5,0,1,100,exact,ok
SAN ROQUE,I.E.R. SAN JOSE DEL NUS,1059,I.E.R. SAN JOSE DEL NUS,80,60,8,6,100,exact,ok
SAN VICENTE,COLISEO MUNICIPAL SAN VICENTE FERRER,1060,COLISEO MUNICIPAL SAN VICENTE FERRER,31,181,108,36,100,exact,ok
SAN VICENTE,C.E.R. LA TRAVESIA,1061,C.E.R. LA TRAVESIA,31,8,6,2,100,exact,ok
SAN VICENTE,C.E.R. CORRIENTES,1062,C.E.R. CORRIENTES,31,7,1,1,100,exact,ok
SAN VICENTE,C.E.R. LA FLORESTA,1063,C.E.R. LA FLORESTA,31,1,0,1,100,exact,ok
SAN VICENTE,C.E.R. COMPAÑÍA ABAJO,1064,C.E.R. COMPAÑÍA ABAJO,31,6,2,1,100,exact,ok
SAN VICENTE,COLEGIO LA MAGDALENA,1065,COLEGIO LA MAGDALENA,31,7,0,2,100,exact,ok
SAN VICENTE,C.E.R. SAN JOSE,1066,C.E.R. SAN JOSE,31,7,2,2,100,exact,ok
SAN VICENTE,C.E.R. EL CORAL,1067,C.E.R. EL CORAL,31,16,3,2,100,exact,ok
SAN VICENTE,COLISEO MARCO TULIO TORRES,1068,COLISEO MARCO TULIO TORRES,31,5,1,2,100,exact,ok
SAN VICENTE,I.E.R. CHAPARRAL,1069,I.E.R. CHAPARRAL,31,13,55,5,100,exact,ok
SAN VICENTE,C.E.R. OVEJAS,1070,C.E.R. OVEJAS,31,10,1,2,100,exact,ok
SANTA BARBARA,I.E. MARIA AUXILIADORA,1071,I.E. MARIA AUXILIADORA,69,368,33,17,100,exact,ok
SANTA BARBARA,I.E. JESUS MARIA PAGOLA,1072,I.E. JESUS MARIA PAGOLA,69,224,16,15,100,exact,ok
SANTA BARBARA,I.E. MONSEÑOR EMILIO BOTERO,1073,I.E. MONSEÑOR EMILIO BOTERO,69,254,38,17,100,exact,ok
SANTA BARBARA,COLISEO LUIS FERNANDO PATIÑO,1074,COLISEO LUIS FERNANDO PATIÑO,69,195,16,15,100,exact,ok
SANTA BARBARA,ESCUELA DAMASCO,1076,ESCUELA DAMASCO,69,75,2,3,100,exact,ok
SANTA BARBARA,ESCUELA VERSALLES,1077,ESCUELA VERSALLES,69,121,19,5,100,exact,ok
SANTA ROSA DE OSOS,ESC. NORMAL SUPERIOR PEDRO JUSTO BERRIO,1078,"ESC. NORMAL SUPERIOR PEDRO JUSTO
BERRIO",99,160,44,19,100,exact,ok
SANTA ROSA DE OSOS,PARQUE NEURONA EDUCATIVA,1079,PARQUE NEURONA EDUCATIVA,99,40,17,8,100,exact,ok
SANTA ROSA DE OSOS,TERMINAL DEL TRANSPORTE,1080,TERMINAL DEL TRANSPORTE,99,69,10,8,100,exact,ok
SANTA ROSA DE OSOS,COLISEO ANTONIO ROLDAN BETANCUR,1081,COLISEO ANTONIO ROLDAN BETANCUR,99,195,39,24,100,exact,ok
SANTA ROSA DE OSOS,COLISEO MENOR,1082,COLISEO MENOR,99,167,39,16,100,exact,ok
SANTA ROSA DE OSOS,I.E.R ARAGON,1084,I.E.R ARAGON,99,20,3,3,100,exact,ok
SANTA ROSA DE OSOS,C.E.R SAN JOSE DE LA AHUMADA,1085,C.E.R SAN JOSE DE LA AHUMADA,99,1,0,1,100,exact,ok
SANTA ROSA DE OSOS,C.E.R CHAQUIRO,1086,C.E.R CHAQUIRO,99,12,2,1,100,exact,ok
SANTA ROSA DE OSOS,I.E.R HOYO RICO,1087,I.E.R HOYO RICO,99,10,3,3,100,exact,ok
SANTA ROSA DE OSOS,CASETA COMUNAL RIO GRANDE,1088,CASETA COMUNAL RIO GRANDE,99,6,7,1,100,exact,ok
SANTA ROSA DE OSOS,I.E.R SAN ISIDRO,1089,I.E.R SAN ISIDRO,99,15,1,3,100,exact,ok
SANTA ROSA DE OSOS,CASA DE LA CULTURA SAN PABLO,1090,CASA DE LA CULTURA SAN PABLO,99,29,5,3,100,exact,ok
SANTA ROSA DE OSOS,C.E.R EL CANEY,1091,C.E.R EL CANEY,99,9,5,2,100,exact,ok
SANTO DOMINGO,COLISEO JORGE EDUARDO ARIAS,1092,COLISEO JORGE EDUARDO ARIAS,81,189,37,18,100,exact,ok
SANTO DOMINGO,I.E.R. BOTERO,1094,I.E.R. BOTERO,81,7,4,3,100,exact,ok
SANTO DOMINGO,ANTIGUO HOTEL EL LIMON,1095,ANTIGUO HOTEL EL LIMON,81,0,1,1,100,exact,ok
SANTO DOMINGO,I.E.R. PORCESITO,1096,I.E.R. PORCESITO,81,10,5,3,100,exact,ok
SANTO DOMINGO,I.E.R. PEDRO PABLO CASTRILLON,1097,I.E.R. PEDRO PABLO CASTRILLON,81,33,5,3,100,exact,ok
SANTO DOMINGO,IE ROBERTO LOPEZ GOMEZ,1098,IE ROBERTO LOPEZ GOMEZ,81,12,4,3,100,exact,ok
SANTO DOMINGO,SALON CAPILLA JUNTA ACCION COMUNAL,1099,SALON CAPILLA JUNTA ACCION COMUNAL,81,4,1,1,100,exact,ok
SANTUARIO,I.E. SENDEROS,1100,I.E. SENDEROS,32,183,81,23,100,exact,ok
SANTUARIO,CASA DE LA CULTURA,1101,CASA DE LA CULTURA,32,77,22,10,100,exact,ok
SANTUARIO,PARQUE EDUCATIVO,1102,PARQUE EDUCATIVO,32,93,38,10,100,exact,ok
SANTUARIO,ESCUELA CLARA ZULUAGA,1103,ESCUELA CLARA ZULUAGA,32,190,35,23,100,exact,ok
SANTUARIO,I.E.T.I. JOSE MARIA CORDOBA SD PRIMARIA,1104,I.E.T.I. JOSE MARIA CORDOBA SD PRIMARIA,32,203,50,26,100,exact,ok
SANTUARIO,CER JOSE IGNACIO BOTERO SD LA PAZ,1105,CER JOSE IGNACIO BOTERO SD LA PAZ,32,4,1,1,100,exact,ok
SANTUARIO,C.E.R. MONSEÑOR FRANCISCO L. GOMEZ G.,1106,C.E.R. MONSEÑOR FRANCISCO L. GOMEZ G.,32,8,3,2,100,exact,ok
SEGOVIA,I.E. DOMINGO SAVIO,1107,I.E. DOMINGO SAVIO,82,33,26,17,100,exact,ok
SEGOVIA,COLISEO CUBIERTO ABEL RIVERA VILLA,1108,COLISEO CUBIERTO ABEL RIVERA VILLA,82,20,27,20,100,exact,ok
SEGOVIA,I.E. MARIA GORETTI,1109,I.E. MARIA GORETTI,82,34,45,22,100,exact,ok
SEGOVIA,I.E. MANUEL CEPEDA,1110,I.E. MANUEL CEPEDA,82,8,13,10,100,exact,ok
SEGOVIA,I.E.R. FRAY MARTIN DE PORRES (FRAGUAS),1111,I.E.R. FRAY MARTIN DE PORRES (FRAGUAS),82,13,3,5,100,exact,ok
SEGOVIA,SD CAMPO ALEGRE I.E.R. LIBORIO BATALLER,1112,SD CAMPO ALEGRE I.E.R. LIBORIO BATALLER,82,5,1,4,100,exact,ok
SEGOVIA,I.E.R. SANTA LAURA,1113,I.E.R. SANTA LAURA,82,1,2,1,100,exact,ok
SEGOVIA,SD LA PO CAMPESINA-IE STO DOMINGO SAVIO,1114,"SD LA PO CAMPESINA-IE STO DOMINGO
SAVIO",82,1,0,1,100,exact,ok
SONSON,IE ROSA MARIA HENAO DE LAS PAVAS,1135,IE ROSA MARIA HENAO DE LAS PAVAS,33,71,16,15,100,exact,ok
SONSON,IE BRAULIO MEJIA,1137,IE BRAULIO MEJIA,33,112,33,21,100,exact,ok
SONSON,SENA,1138,SENA,33,36,14,11,100,exact,ok
SONSON,C.E.R ALTO DE SABANAS,1115,C.E.R ALTO DE SABANAS,33,13,3,2,100,exact,ok
SONSON,C.E.R EL SALTO,1116,C.E.R EL SALTO,33,1,0,1,100,exact,ok
SONSON,C.E.R LA LOMA,1117,C.E.R LA LOMA,33,14,0,1,100,exact,ok
SONSON,C.E.R LLANADA SANTA CLARA,1118,C.E.R LLANADA SANTA CLARA,33,7,0,1,100,exact,ok
SONSON,C.E.R. ROBLAL ARRIBA,1119,C.E.R. ROBLAL ARRIBA,33,1,0,1,100,exact,ok
SONSON,I.E.R. LA DANTA,1120,I.E.R. LA DANTA,33,31,5,5,100,exact,ok
SONSON,I.E.R. LA MESA,1121,I.E.R. LA MESA,33,2,0,1,100,exact,ok
SONSON,C.E.R LA LINDA,1122,C.E.R LA LINDA,33,85,1,1,100,exact,ok
SONSON,C.E.R SAN MIGUEL,1123,C.E.R SAN MIGUEL,33,45,5,4,100,exact,ok
SONSON,C.E.R CAUNZAL LOS MEDIOS,1124,C.E.R CAUNZAL LOS MEDIOS,33,4,0,2,100,exact,ok
SONSON,C.E.R LAS CRUCES,1125,C.E.R LAS CRUCES,33,7,0,1,100,exact,ok
SONSON,C.E.R ARENILLAL,1126,C.E.R ARENILLAL,33,0,1,1,100,exact,ok
SONSON,C.E.R LOS PLANES,1127,C.E.R LOS PLANES,33,2,0,1,100,exact,ok
SONSON,C.E.R LOS POTREROS,1128,C.E.R LOS POTREROS,33,5,2,1,100,exact,ok
SONSON,C.E.R RIO VERDE DE LOS HENAOS,1131,C.E.R RIO VERDE DE LOS HENAOS,33,1,0,1,100,exact,ok
SONSON,C.E.R JERUSALEN LA FLORIDA,1132,C.E.R JERUSALEN LA FLORIDA,33,11,0,1,100,exact,ok
SONSON,C.E.R BRASILAL,1133,C.E.R BRASILAL,33,0,2,1,100,exact,ok
SONSON,I.E.R. LA SOLEDAD,1134,I.E.R. LA SOLEDAD,33,2,2,2,100,exact,ok
SONSON,C.E.R. LA MORELIA,1140,C.E.R. LA MORELIA,33,7,0,1,100,exact,ok
SONSON,C.E.R. MANZANARES CENTRO,1141,C.E.R. MANZANARES CENTRO,33,15,1,2,100,exact,ok
SONSON,C.E.R SAN PABLO LA QUIEBRA,1142,C.E.R SAN PABLO LA QUIEBRA,33,1,0,1,100,exact,ok
SOPETRAN,COLISEO MUNICIPAL - SECTOR AGUAMALA,1143,COLISEO MUNICIPAL - SECTOR AGUAMALA,51,174,69,34,100,exact,ok
SOPETRAN,SD CORDOBA - IE ESC. NORMAL SUPERIOR,1144,SD CORDOBA - IE ESC. NORMAL SUPERIOR,51,1,3,2,100,exact,ok
SOPETRAN,SD GUAYABAL I.E. JOSE MARIA VILLA,1145,SD GUAYABAL I.E. JOSE MARIA VILLA,51,9,2,2,100,exact,ok
SOPETRAN,SD HORIZONTES I.E. JOSE MARIA VILLA,1146,SD HORIZONTES I.E. JOSE MARIA VILLA,51,3,0,2,100,exact,ok
SOPETRAN,SD MONTEGRANDE I.E. JOSE MARIA VILLA,1147,SD MONTEGRANDE I.E. JOSE MARIA VILLA,51,2,2,1,100,exact,ok
SOPETRAN,SD NUEVO HORIZONTE I.E. JOSE MARIA VILLA,1148,SD NUEVO HORIZONTE I.E. JOSE MARIA VILLA,51,2,1,1,100,exact,ok
SOPETRAN,SD SAN NICOLAS - IE ESC NORMAL SUPERIOR,1149,"SD SAN NICOLAS - IE ESC NORMAL
SUPERIOR",51,1,2,1,100,exact,ok
TAMESIS,IE AGRICOLA VICTOR MANUEL OROZCO,1150,IE AGRICOLA VICTOR MANUEL OROZCO,70,61,56,33,100,exact,ok
TAMESIS,CASA DE LA CULTURA PALERMO,1152,CASA DE LA CULTURA PALERMO,70,11,5,5,100,exact,ok
TAMESIS,I.E.R. SAN PABLO SECCION PRIMARIA,1153,I.E.R. SAN PABLO SECCION PRIMARIA,70,0,1,1,100,exact,ok
TARAZA,I.E. ANTONIO ROLDAN BETANCUR,1154,I.E. ANTONIO ROLDAN BETANCUR,118,16,9,12,100,exact,ok
TARAZA,PARQUE EDUCATIVO JESUS ARCANGEL RAMIREZ,1155,"PARQUE EDUCATIVO JESUS ARCANGEL
RAMIREZ",118,23,5,10,100,exact,ok
TARAZA,COLEGIO SEDE ANGEL AMABLE ARROYAVE,1156,COLEGIO SEDE ANGEL AMABLE ARROYAVE,118,10,6,6,100,exact,ok
TARAZA,I.E. RAFAEL NUÑEZ,1157,I.E. RAFAEL NUÑEZ,118,13,11,10,100,exact,ok
TARAZA,I.E.R MONTENEGRO,1159,I.E.R MONTENEGRO,118,1,1,2,100,exact,ok
TARAZA,IE LA INMACULADA,1160,IE LA INMACULADA,118,2,1,2,100,exact,ok
TARAZA,IE LA CAUCANA,1161,IE LA CAUCANA,118,4,3,5,100,exact,ok
TARAZA,C.E.R EL GUAIMARO,1162,C.E.R EL GUAIMARO,118,1,2,2,100,exact,ok
TARAZA,C.E.R PUERTO ANTIOQUIA,1163,C.E.R PUERTO ANTIOQUIA,118,3,2,2,100,exact,ok
TARSO,PLACA POLID. IE JOSE PRIETO SEC.PRIMA.,1164,PLACA POLID. IE JOSE PRIETO SEC.PRIMA.,71,66,28,19,100,exact,ok
TITIRIBI,ESCUELA EVANGELINA BETANCUR,1165,ESCUELA EVANGELINA BETANCUR,72,53,8,11,100,exact,ok
TITIRIBI,PQ EDUC. JUAN BAUTISTA MONTOYA Y FLOREZ,1166,"PQ EDUC. JUAN BAUTISTA MONTOYA Y
FLOREZ",72,58,7,9,100,exact,ok
TITIRIBI,C.E.R ANTONIO JOSE,1167,C.E.R ANTONIO JOSE,72,17,1,1,100,exact,ok
TITIRIBI,C.E.R. CORCOVADO,1168,C.E.R. CORCOVADO,72,2,4,1,100,exact,ok
TITIRIBI,IE BENJAMIN CORREA,1169,IE BENJAMIN CORREA,72,15,11,3,100,exact,ok
TITIRIBI,C.E.R OFELIA ECHEVERRI,1170,C.E.R OFELIA ECHEVERRI,72,2,1,1,100,exact,ok
TITIRIBI,C.E.R LUIS ZEA URIBE,1171,C.E.R LUIS ZEA URIBE,72,20,2,1,100,exact,ok
TOLEDO,I.E.J. EMILIO VALDERRAMA AGUDELO,1172,I.E.J. EMILIO VALDERRAMA AGUDELO,100,167,9,13,100,exact,ok
TOLEDO,I.E.R. BUENAVISTA,1173,I.E.R. BUENAVISTA,100,7,0,1,100,exact,ok
TOLEDO,I.E.R. EL VALLE,1174,I.E.R. EL VALLE,100,1,2,1,100,exact,ok
TURBO,I.E. ANGEL MILAN PEREA,1180,I.E. ANGEL MILAN PEREA,112,30,20,22,100,exact,ok
TURBO,IE SANTA FE LA PLAYA,1181,IE SANTA FE LA PLAYA,112,16,27,15,100,exact,ok
TURBO,COL DIOCESANO NTRA SRA DEL CARMEN,1182,COL DIOCESANO NTRA SRA DEL CARMEN,112,4,3,4,100,exact,ok
TURBO,IE SAGRADO CORAZON,1183,IE SAGRADO CORAZON,112,21,21,12,100,exact,ok
TURBO,IE SAN MARTIN DE PORRES,1184,IE SAN MARTIN DE PORRES,112,26,24,19,100,exact,ok
TURBO,IE FRANCISCO VALDERRAMA,1185,IE FRANCISCO VALDERRAMA,112,14,20,11,100,exact,ok
TURBO,UNIV DE ANTIOQUIA CIENCIAS DEL MAR,1186,UNIV DE ANTIOQUIA CIENCIAS DEL MAR,112,29,43,20,100,exact,ok
TURBO,IE NORMAL SUPERIOR DE URABA,1187,IE NORMAL SUPERIOR DE URABA,112,21,21,18,100,exact,ok
TURBO,IE SAG. CORAZON DE JESUS SD JESUS MORA,1188,IE SAG. CORAZON DE JESUS SD JESUS MORA,112,1,8,4,100,exact,ok
TURBO,I.E. VILLA MARIA,1189,I.E. VILLA MARIA,112,3,5,2,100,exact,ok
TURBO,C.E.R PUYA DEL MEDIO,1190,C.E.R PUYA DEL MEDIO,112,1,0,1,100,exact,ok
TURBO,IE SAN JOSE-LA SALLE,1191,IE SAN JOSE-LA SALLE,112,13,15,16,100,exact,ok
TURBO,I.E. PUERTO CESAR,1192,I.E. PUERTO CESAR,112,0,3,1,100,exact,ok
TURBO,I.E. COMUNAL SAN JORGE,1193,I.E. COMUNAL SAN JORGE,112,4,6,5,100,exact,ok
TURBO,IE EL DOS,1194,IE EL DOS,112,5,12,7,100,exact,ok
TURBO,IE NUEVO ANTIOQUIA,1175,IE NUEVO ANTIOQUIA,112,4,7,5,100,exact,ok
TURBO,IE NUEVA GRANADA,1196,IE NUEVA GRANADA,112,1,2,2,100,exact,ok
TURBO,IE PUNTA DE PIEDRA,1197,IE PUNTA DE PIEDRA,112,31,12,8,100,exact,ok
TURBO,IE PUEBLO BELLO,1198,IE PUEBLO BELLO,112,1,11,4,100,exact,ok
TURBO,IE RIOGRANDE,1176,IE RIOGRANDE,112,6,5,6,100,exact,ok
TURBO,IE NUEVA COLONIA,1177,IE NUEVA COLONIA,112,6,4,6,100,exact,ok
TURBO,IE SAN VICENTE DEL CONGO,1201,IE SAN VICENTE DEL CONGO,112,1,1,1,100,exact,ok
TURBO,IE ALTO DE MULATOS,1203,IE ALTO DE MULATOS,112,2,1,2,100,exact,ok
TURBO,E.U.I. LOMAS AISLADAS,1204,E.U.I. LOMAS AISLADAS,112,0,2,1,100,exact,ok
TURBO,IE CURRULAO,1178,IE CURRULAO,112,14,36,19,100,exact,ok
TURBO,IE CENTRAL,1179,IE CENTRAL,112,19,25,19,100,exact,ok
URAMITA,COLISEO MUNICIPAL,1205,COLISEO MUNICIPAL,52,15,13,14,100,exact,ok
URAMITA,CASETA COMUNAL,1206,CASETA COMUNAL,52,2,0,1,100,exact,ok
URAMITA,C.E.R. EL PITAL,1207,C.E.R. EL PITAL,52,2,1,1,100,exact,ok
URRAO,CASA DEL DEPORTE,1208,CASA DEL DEPORTE,73,53,25,17,100,exact,ok
URRAO,COLISEO,1209,COLISEO,73,44,17,15,100,exact,ok
URRAO,ESC. ANEXA NORMAL SAGRADA FLIA,1210,ESC. ANEXA NORMAL SAGRADA FLIA,73,118,30,23,100,exact,ok
URRAO,I.E. JAIPERA,1211,I.E. JAIPERA,73,56,18,16,100,exact,ok
URRAO,C.E.R ANTONIO JOSE ARANGO,1212,C.E.R ANTONIO JOSE ARANGO,73,3,1,1,100,exact,ok
URRAO,C.E.R. VASQUEZ,1213,C.E.R. VASQUEZ,73,1,0,1,100,exact,ok
URRAO,C.E.R PUNTA DE OCAIDO,1215,C.E.R PUNTA DE OCAIDO,73,1,1,1,100,exact,ok
URRAO,C.E.R SAN JOSE,1216,C.E.R SAN JOSE,73,6,7,2,100,exact,ok
VALDIVIA,COLISEO GUILLERMO GAVIRIA,1217,COLISEO GUILLERMO GAVIRIA,101,166,21,21,100,exact,ok
VALDIVIA,COLISEO ROBERTO GALLEGO,1218,COLISEO ROBERTO GALLEGO,101,109,10,16,100,exact,ok
VALDIVIA,PUESTO DE SALUD (RAUDAL),1219,PUESTO DE SALUD (RAUDAL),101,3,1,1,100,exact,ok
VALPARAISO,E.U. DE NIÑOS GUILLERMO VALENCIA,1220,E.U. DE NIÑOS GUILLERMO VALENCIA,74,41,20,17,100,exact,ok
VALPARAISO,C.E.R. SAN MIGUEL,1221,C.E.R. SAN MIGUEL,74,0,1,1,100,exact,ok
VEGACHI,BLOQUE II -  LA ESCUELA I.E. EFE GOMEZ,1223,BLOQUE II - LA ESCUELA I.E. EFE GOMEZ,83,33,28,19,100,exact,ok
VEGACHI,BLOQUE I -  EL COLEGIO I.E. EFE GOMEZ,1224,BLOQUE I - EL COLEGIO I.E. EFE GOMEZ,83,18,23,14,100,exact,ok
VEGACHI,I.E. JOHN F. KENNEDY SEDE EL CINCO,1225,I.E. JOHN F. KENNEDY SEDE EL CINCO,83,7,0,1,100,exact,ok
VEGACHI,CASETA COMUNAL,1222,CASETA COMUNAL,83,2,10,3,100,exact,ok
VIGIA DEL FUERTE,PARQUE EDUCATIVO SABERES ANCESTRALES,1226,"PARQUE EDUCATIVO SABERES
ANCESTRALES",113,38,1,8,100,exact,ok
VIGIA DEL FUERTE,I.E. PLAYA BAJO MURRI,1227,I.E. PLAYA BAJO MURRI,113,4,0,1,100,exact,ok
VIGIA DEL FUERTE,IE BUCHADO,1228,IE BUCHADO,113,3,0,1,100,exact,ok
VIGIA DEL FUERTE,IE LOMA MURRI,1229,IE LOMA MURRI,113,2,0,1,100,exact,ok
VIGIA DEL FUERTE,IE PALOBLANCO,1230,IE PALOBLANCO,113,3,0,1,100,exact,ok
VIGIA DEL FUERTE,IE S.A. DE PADUA,1232,IE S.A. DE PADUA,113,5,1,2,100,exact,ok
VIGIA DEL FUERTE,CASA COMUNAL SAN MIGUEL,1233,CASA COMUNAL SAN MIGUEL,113,1,0,1,100,exact,ok
VENECIA,COLISEO MUNICIPAL,1235,COLISEO MUNICIPAL,75,208,52,25,100,exact,ok
VENECIA,IE ORLANDO VELASQUEZ - ESCUELA PRIMARIA,1237,"IE ORLANDO VELASQUEZ - ESCUELA
PRIMARIA",75,36,11,6,100,exact,ok
VENECIA,ESCUELA EL CERRO,1238,ESCUELA EL CERRO,75,2,1,1,100,exact,ok
VENECIA,ANTIGUO COLEGIO,1239,ANTIGUO COLEGIO,75,5,0,1,100,exact,ok
VENECIA,ESCUELA PALENQUE,1240,ESCUELA PALENQUE,75,1,1,1,100,exact,ok
YALI,IE LORENZO YALI - SEDE PRIMARIA,1241,IE LORENZO YALI - SEDE PRIMARIA,84,28,25,19,100,exact,ok
YARUMAL,ESCUELA EPIFANIO MEJIA,1243,ESCUELA EPIFANIO MEJIA,102,86,17,7,100,exact,ok
YARUMAL,IE DE MARIA,1244,IE DE MARIA,102,194,32,19,100,exact,ok
YARUMAL,ESC MARIA AUXILIADORA,1245,ESC MARIA AUXILIADORA,102,53,16,8,100,exact,ok
YARUMAL,CDI URB JOSE MARIA CORDOBA,1246,CDI URB JOSE MARIA CORDOBA,102,28,11,6,100,exact,ok
YARUMAL,ESCUELA NORMAL SUPERIOR LA MERCED,1247,ESCUELA NORMAL SUPERIOR LA MERCED,102,30,9,7,100,exact,ok
YARUMAL,COL.CUBIERTO POLIDEP.DEL CAFE,1248,COL.CUBIERTO POLIDEP.DEL CAFE,102,71,20,15,100,exact,ok
YARUMAL,I.E. SAN LUIS,1249,I.E. SAN LUIS,102,122,17,15,100,exact,ok
YARUMAL,ESCUELA LA INMACULADA,1250,ESCUELA LA INMACULADA,102,109,18,11,100,exact,ok
YARUMAL,COLEGIO CATOLICO LA INMACULADA,1251,COLEGIO CATOLICO LA INMACULADA,102,57,13,9,100,exact,ok
YARUMAL,CARCEL,1252,CARCEL,102,2,1,1,100,exact,ok
YARUMAL,IE CEDEÑO,1253,IE CEDEÑO,102,9,5,3,100,exact,ok
YARUMAL,IE EL CEDRO,1255,IE EL CEDRO,102,3,0,2,100,exact,ok
YARUMAL,IE LLANOS DE CUIVA,1256,IE LLANOS DE CUIVA,102,51,10,6,100,exact,ok
YARUMAL,C.E.R. EL LLANO,1257,C.E.R. EL LLANO,102,2,0,1,100,exact,ok
YARUMAL,IE OCHALI SEDE BASICA PRIMARIA,1258,IE OCHALI SEDE BASICA PRIMARIA,102,1,1,1,100,exact,ok
YARUMAL,C.E.R LA LOMA,1259,C.E.R LA LOMA,102,1,0,1,100,exact,ok
YOLOMBO,IE COLEGIO EDUARDO AGUILAR,1260,IE COLEGIO EDUARDO AGUILAR,85,45,33,25,100,exact,ok
YOLOMBO,PARQ. EDUC. BARBARA CABALLERO Y ALZATE,1261,"PARQ. EDUC. BARBARA CABALLERO Y
ALZATE",85,26,10,15,100,exact,ok
YOLOMBO,I.E.R. LA FLORESTA,1262,I.E.R. LA FLORESTA,85,1,3,4,100,exact,ok
YOLOMBO,C.E.R.LA ARGENTINA,1263,C.E.R.LA ARGENTINA,85,1,0,1,100,exact,ok
YOLOMBO,C.E.R. VILLANUEVA,1264,C.E.R. VILLANUEVA,85,6,2,3,100,exact,ok
YOLOMBO,I.E.R. PRESBITERO EDUARDO ZULUAGA,1265,I.E.R. PRESBITERO EDUARDO ZULUAGA,85,1,2,2,100,exact,ok
YOLOMBO,C.E.R. PEDRO CASTRILLON,1266,C.E.R. PEDRO CASTRILLON,85,2,2,1,100,exact,ok
YOLOMBO,I.E.R. CACHUMBAL,1267,I.E.R. CACHUMBAL,85,0,1,1,100,exact,ok
YONDO-CASABE,IE LUIS EDUARDO DIAZ SECCION PRIMARIA,1268,IE LUIS EDUARDO DIAZ SECCION PRIMARIA,125,21,95,34,100,exact,ok
YONDO-CASABE,COLISEO BENITO ARIAS,1269,COLISEO BENITO ARIAS,125,4,5,2,100,exact,ok
YONDO-CASABE,I.E.R. ALTO CIMITARRA,1271,I.E.R. ALTO CIMITARRA,125,1,2,2,100,exact,ok
YONDO-CASABE,I.E.R. SAN LUIS BELTRAN,1273,I.E.R. SAN LUIS BELTRAN,125,1,3,1,100,exact,ok
YONDO-CASABE,I.E.R. SAN MIGUEL DEL TIGRE,1274,I.E.R. SAN MIGUEL DEL TIGRE,125,1,9,3,100,exact,ok
ZARAGOZA,IE SANTO CRISTO DE ZARAGOZA,1275,IE SANTO CRISTO DE ZARAGOZA,119,30,15,22,100,exact,ok
ZARAGOZA,IE LUIS FERNANDO RESTREPO RESTREPO,1276,IE LUIS FERNANDO RESTREPO RESTREPO,119,4,6,7,100,exact,ok
ZARAGOZA,IE LA PAJUILA,1277,IE LA PAJUILA,119,1,0,1,100,exact,ok
ZARAGOZA,I.E.R. VEGAS DE SEGOVIA,1278,I.E.R. VEGAS DE SEGOVIA,119,0,1,1,100,exact,ok
ZARAGOZA,IE NANCY ROCIO GARCIA,1279,IE NANCY ROCIO GARCIA,119,7,1,3,100,exact,ok
ZARAGOZA,C.E.R CORDERO ICACAL,1280,C.E.R CORDERO ICACAL,119,0,1,1,100,exact,ok
